nama_faskes;jenis_faskes;provinsi;kota_kab;alamat;is_support_bpjs;link_maps;;;
Siontapina;Puskesmas;Sulawesi Tenggara;Kab. Buton;Ds. Matanauwe;TRUE;http://maps.google.co.id/?q=-5.43548,122.913134;;;
Lasalimu Selatan;Puskesmas;Sulawesi Tenggara;Kab. Buton;Ds. Ambuau Indah;TRUE;http://maps.google.co.id/?q=-5.318457,123.163117;;;
Lawele;Puskesmas;Sulawesi Tenggara;Kab. Buton;Ds. Lawele;TRUE;http://maps.google.co.id/?q=-5.227765,122.964445;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Buton;-;TRUE;-;;;
drg. HARNO JAYADIR HADINI;Dokter Gigi;Sulawesi Tenggara;Kab. Buton;Jl. Protokol No. 85 Pasarwajo;TRUE;http://maps.google.co.id/?q=-5.502235,122.845335;;;
dr. SITTI RACHMAWATY;Klinik Utama;Sulawesi Tenggara;Kab. Buton;Jl. Ki Hajar Dewantara;TRUE;http://maps.google.co.id/?q=-5.510617,122.840157;;;
dr. Hj. ADOLFINA;Klinik Utama;Sulawesi Tenggara;Kab. Buton;Jl. Ki Hajar Dewantara;TRUE;http://maps.google.co.id/?q=-5.501332,122.842302;;;
Klinik Polres Buton;Klinik Pratama;Sulawesi Tenggara;Kab. Buton;Jl. Poros Pasar Wajo Km 6;TRUE;http://maps.google.co.id/?q=-5.522999,122.843308;;;
Apotek Rsud Kabupaten Buton;Apotek;Sulawesi Tenggara;Kab. Buton;Link Laburunci Pasarwajo;TRUE;-;;;
Apotek Makmur Farma;Apotek;Sulawesi Tenggara;Kab. Buton;Jenderal Ahmad Yani No. 47;TRUE;-;;;
Bone;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jln Poros Raha Bone Kecamatan;TRUE;http://maps.google.co.id/?q=-5.1883549,122.487602;;;
Kontukowuna;Puskesmas;Sulawesi Tenggara;Kab. Muna;Desa Bahutara,Kec. Kontukowuna;TRUE;http://maps.google.co.id/?q=-4.9565541,122.5203019;;;
Towea;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Moasi Lakarama;TRUE;http://maps.google.co.id/?q=-5.379348,122.7124903;;;
Batukara;Puskesmas;Sulawesi Tenggara;Kab. Muna;Poros Pure- Maligano;TRUE;http://maps.google.co.id/?q=-4.6930079,122.8761309;;;
Pasikolaga;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Tampunabale;TRUE;http://maps.google.co.id/?q=-5.0081031,122.7971649;;;
Dana;Puskesmas;Sulawesi Tenggara;Kab. Muna;Poros Raha Masara;TRUE;http://maps.google.co.id/?q=-4.8072789,122.6447001;;;
Wakobhalu;Puskesmas;Sulawesi Tenggara;Kab. Muna;Wakobhalu;TRUE;http://maps.google.co.id/?q=-4.9525823,122.4297369;;;
Walengkabola;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jalan Trans;TRUE;http://maps.google.co.id/?q=-4.913149,122.6194;;;
Waara;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Raha-Napabale;TRUE;http://maps.google.co.id/?q=-4.895551,122.698371;;;
Wakumoro;Puskesmas;Sulawesi Tenggara;Kab. Muna;Poros Raha - Wamengkoli;TRUE;http://maps.google.co.id/?q=-5.0727558,122.5203019;;;
Marobo;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jln Poros Marobo- Mawasangka;TRUE;http://maps.google.co.id/?q=-5.1229555,122.3447611;;;
Pasir Putih;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jln.Lorong Puskesmas;TRUE;http://maps.google.co.id/?q=-5.0424945,122.8197329;;;
Bata Laiworu;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Wirabuana Desa Wawesa;TRUE;http://maps.google.co.id/?q=-4.799511,122.706842;;;
Labasa;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Raha - Wamengkoli;TRUE;http://maps.google.co.id/?q=-5.1826721,122.5174729;;;
Katobu;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Gatot Subroto;TRUE;http://maps.google.co.id/?q=-4.8303032,122.7124903;;;
Tampo;Puskesmas;Sulawesi Tenggara;Kab. Muna;Napabalano Muna;TRUE;http://maps.google.co.id/?q=-4.656827,122.676003;;;
Tongkuno;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Jendral Sudirman No.1;TRUE;http://maps.google.co.id/?q=-4.913149,122.6194;;;
Wakorumba Selatan;Puskesmas;Sulawesi Tenggara;Kab. Muna;Sangia Pure No.1;TRUE;http://maps.google.co.id/?q=-4.9058159,122.8761309;;;
Kabawo;Puskesmas;Sulawesi Tenggara;Kab. Muna;Poros Raha Wamengkoli;TRUE;http://maps.google.co.id/?q=-4.997059,122.5146439;;;
Parigi;Puskesmas;Sulawesi Tenggara;Kab. Muna;Desa Wasolangka;TRUE;http://maps.google.co.id/?q=-5.088234,122.446268;;;
Lohiya;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Lohia;TRUE;http://maps.google.co.id/?q=-4.909134,122.747299;;;
Maligano;Puskesmas;Sulawesi Tenggara;Kab. Muna;Poros Maligano Ronta;TRUE;http://maps.google.co.id/?q=-4.6930079,122.8761309;;;
Kabangka;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Lakandito;TRUE;http://maps.google.co.id/?q=-4.9662969,122.424074;;;
Wapunto;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Sutan Syahrir;TRUE;http://maps.google.co.id/?q=-4.8631826,122.720961;;;
Mabodo;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Raha- Wakuru Km. 10;TRUE;http://maps.google.co.id/?q=-4.836718,122.688698;;;
Lasalepa;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl.Poros Raha - Tampo;TRUE;http://maps.google.co.id/?q=-4.7379743,122.695547;;;
Watopute;Puskesmas;Sulawesi Tenggara;Kab. Muna;Jl. Poros Raha-Wamengkoli Km.5;TRUE;http://maps.google.co.id/?q=-4.7853627,122.6390489;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Muna;-;TRUE;-;;;
drg. JABARIAH LARISU;Dokter Gigi;Sulawesi Tenggara;Kab. Muna;Jl. H. Agussalim No. 20 Raha;TRUE;http://maps.google.co.id/?q=-4.843265,122.723536;;;
Drg. Sitti Nurhayati;Dokter Gigi;Sulawesi Tenggara;Kab. Muna;Jl.Poros Watuputih-Raha;TRUE;-;;;
dr. WA ODE FIL HAYAH FITRI;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jln. S. Sukowati;TRUE;http://maps.google.co.id/?q=-4.8303032,122.7124903;;;
dr. Hj. WA ODE ASWATI;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jl. Jenderal Sudirman No. 49 R;TRUE;http://maps.google.co.id/?q=-4.909133,122.747297;;;
dr. TUTUT PURWANTO;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jl. Paelangkuta, No. 37;TRUE;http://maps.google.co.id/?q=-4.82929,122.720745;;;
dr. LAODE MUNANDAR;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jl. Tenggiri;TRUE;http://maps.google.co.id/?q=-4.785625,122.6390488;;;
dr. Marsaban;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jl. Sultan Syahrir;TRUE;http://maps.google.co.id/?q=-4.877274,122.718208;;;
dr. Veri Ismiyati;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jl. Poros Raha - Wamengkoli;TRUE;http://maps.google.co.id/?q=-4.8267784,122.6741682;;;
dr. LELLY MARLINA;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jln. Basuki Rahmat No.10;TRUE;http://maps.google.co.id/?q=-4.844251,122.723545;;;
dr. Muhiddin Aksa;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jl. Ahmad Yani No. 69;TRUE;http://maps.google.co.id/?q=-4.834625,122.724847;;;
dr. Istiqamah;Klinik Utama;Sulawesi Tenggara;Kab. Muna;Jln Srikaya No. 2;TRUE;http://maps.google.co.id/?q=-4.8296,122.725495;;;
Poskes 07.10.21 Raha;Klinik Pratama;Sulawesi Tenggara;Kab. Muna;Gatoto Subroto No.20;TRUE;http://maps.google.co.id/?q=-4.799511,122.706842;;;
Klinik Polres Muna;Klinik Pratama;Sulawesi Tenggara;Kab. Muna;Jl. By Pass No.1 Raha;TRUE;http://maps.google.co.id/?q=-4.909135,122.747294;;;
Apotik Fadilla Farma;Apotek;Sulawesi Tenggara;Kab. Muna;Jln. Jendral Sudirman No. 49;TRUE;http://maps.google.co.id/?q=-4.909133,122.747297;;;
IFRS Kabupaten Muna;Apotek;Sulawesi Tenggara;Kab. Muna;Jl. Ahmad Yani;TRUE;-;;;
Puriala;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Watundehoa;TRUE;http://maps.google.co.id/?q=-4.058099,122.107246;;;
Anggaberi;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Anggaberi;TRUE;http://maps.google.co.id/?q=-3.775927,122.105264;;;
Besulutu;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Asunde;TRUE;http://maps.google.co.id/?q=-3.978764,122.333636;;;
Kapoiala;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Jalan Poros Kelurahan Kapoiala;TRUE;http://maps.google.co.id/?q=-3.856388,122.481215;;;
Latoma;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kec. Latoma;TRUE;http://maps.google.co.id/?q=-3.86857,122.052245;;;
Asinua;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kec. Asinua;TRUE;http://maps.google.co.id/?q=-3.856622,122.069523;;;
Routa;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kec. Routa;TRUE;http://maps.google.co.id/?q=-3.080715,121.67412;;;
Wonggeduku Barat;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kel. Wonggeduku;TRUE;http://maps.google.co.id/?q=-3.918649,122.137146;;;
Anggalomoare;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kel. Anggalomoare;TRUE;http://maps.google.co.id/?q=-3.964752,122.436583;;;
Morosi;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kel. Morosi;TRUE;http://maps.google.co.id/?q=-3.935049,122.427008;;;
Unaaha;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Jl. Inowa No.77;TRUE;http://maps.google.co.id/?q=-3.859656,122.052602;;;
Abuki;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Abuki;TRUE;http://maps.google.co.id/?q=-3.627804,121.947444;;;
Alosika;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Alosika;TRUE;http://maps.google.co.id/?q=-3.690394,121.87546;;;
Tongauna;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Jl Tongauna;TRUE;http://maps.google.co.id/?q=-3.777868,122.01408;;;
Wawotobi;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kel. Wawotobi;TRUE;http://maps.google.co.id/?q=-3.849279,122.141077;;;
Ahuhu;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Ahuhu;TRUE;http://maps.google.co.id/?q=-3.819987,122.190583;;;
Tawanga;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Tawanga;TRUE;http://maps.google.co.id/?q=-3.895586,122.110505;;;
Pondidaha;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kel. Pondidaha;TRUE;http://maps.google.co.id/?q=-3.951079,122.238677;;;
Amonggedo Baru;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Amonggedo;TRUE;http://maps.google.co.id/?q=-3.881646,122.250814;;;
Wonggeduku;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Kel. Wonggeduku;TRUE;http://maps.google.co.id/?q=-3.951992,122.152191;;;
Lambuya;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Lambuya;TRUE;http://maps.google.co.id/?q=-4.009167,122.026987;;;
Onembute;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Onembute;TRUE;http://maps.google.co.id/?q=-4.01728,121.960975;;;
Uepai;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Poros Uepai;TRUE;http://maps.google.co.id/?q=-4.01728,121.960975;;;
Sampara;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Pohara;TRUE;http://maps.google.co.id/?q=-3.974892,122.398165;;;
Laosu;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Laosu;TRUE;http://maps.google.co.id/?q=-3.865549,122.440983;;;
Soropia;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Soropia;TRUE;http://maps.google.co.id/?q=-3.923907,122.61638;;;
Lalonggasumeeto;Puskesmas;Sulawesi Tenggara;Kab. Konawe;Desa Lalonggasumeeto;TRUE;http://maps.google.co.id/?q=-3.907468,122.526228;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Konawe;-;TRUE;-;;;
drg. Novita Widyadewi; M.Kes;Dokter Gigi;Sulawesi Tenggara;Kab. Konawe;Jl. Diponegoro No. 308;TRUE;http://maps.google.co.id/?q=-3.862806,122.051762;;
drg. Sariyanti;Dokter Gigi;Sulawesi Tenggara;Kab. Konawe;Jl. Sultan Hasanuddin, No. 88;TRUE;http://maps.google.co.id/?q=-3.87768,122.116221;;;
Dr. Abdul Rahman Matta;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Poros Kendari - Kolaka;TRUE;http://maps.google.co.id/?q=-3.968379,122.458552;;;
Dr. Hj. Mawarti Arumi;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Perintis No. 50 Matahoalu;TRUE;http://maps.google.co.id/?q=-3.911918,122.056661;;;
Muhammad Natsir;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Adipura;TRUE;http://maps.google.co.id/?q=-3.862478,122.058114;;;
dr. MOH. SOHIBUL KIROM; M.Kes;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Poros Kendari-Kolaka;TRUE;http://maps.google.co.id/?q=-3.931898,122.173963;;
Dr. Endang Sriwati;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Desa Andeposandu Kecamatan Ton;TRUE;http://maps.google.co.id/?q=-3.820372,122.003724;;;
dr. Ramayanti Lasandara;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Sultan Hasanuddin, No. 88;TRUE;http://maps.google.co.id/?q=-3.87768,122.116221;;;
dr. BUDI ARISANDI ACHMAD;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Poros Kendari - Unaaha KM 46;TRUE;http://maps.google.co.id/?q=-3.877454,122.110489;;;
dr. Muhammad Deriyatmiko;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Jendral Sudirman, No. 13;TRUE;http://maps.google.co.id/?q=-3.866187,122.067264;;;
dr. H. Ilham Umar Silondae;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Jend. Sudirman No. 34;TRUE;http://maps.google.co.id/?q=-3.864441,122.06061;;;
dr. Sabrina;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Jl. Sapati, Kel. Tumpas;TRUE;http://maps.google.co.id/?q=-3.857719,122.035;;;
dr. H. Mardisantosa; M.Kes;Klinik Utama;Sulawesi Tenggara;Kab. Konawe;Konggoasa No. 83;TRUE;http://maps.google.co.id/?q=-3.869703,122.047424;;
Klinik Polres Konawe;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe;Jl. Bhayangkara;TRUE;http://maps.google.co.id/?q=-3.854877,122.041494;;;
Klinik SPN;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe;Jl. Vatiainoa;TRUE;http://maps.google.co.id/?q=-3.837009,122.132315;;;
Klinik Medika;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe;Konggoasa, No. 89;TRUE;http://maps.google.co.id/?q=-3.868468,122.048768;;;
RS Mitra Sakinah Idaman;Klinik Pratama;Sulawesi Tenggara;Kab. Konawe;Jalan Poros Kendari-Kolaka, Nomor 48;TRUE;-;;;
Apotek Naya Farma;Apotek;Sulawesi Tenggara;Kab. Konawe;Jl. Jenderal Sudirman No. 34;TRUE;-;;;
If Blud Rs Konawe;Apotek;Sulawesi Tenggara;Kab. Konawe;Jl. P. Diponegoro No. 301;TRUE;-;;;
Polinggona;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Jalan Poros Polinggona;TRUE;http://maps.google.co.id/?q=-4.429251,121.589034;;;
Iwoimendaa;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Jln. Nirannuang No. 05;TRUE;http://maps.google.co.id/?q=-3.682591,121.408421;;;
Kolakaasi;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Jl.Dermaga;TRUE;-;;;
Kukutio;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Jln. Pendidikan, Desa Kukutio;TRUE;-;;;
Kolaka;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;kelurahan lalombaa;TRUE;http://maps.google.co.id/?q=-4.041046,121.676595;;;
Latambaga;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Jl.Air Panas;TRUE;http://maps.google.co.id/?q=-4.019225,121.547738;;;
Wundulako;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Jl.Lasipole;TRUE;http://maps.google.co.id/?q=-4.113216,121.678673;;;
Baula;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Baula;TRUE;http://maps.google.co.id/?q=-4.18263,121.699726;;;
Pomalaa;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Dawi-Dawi;TRUE;http://maps.google.co.id/?q=-4.177081,121.608655;;;
Toari;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Toari;TRUE;http://maps.google.co.id/?q=-4.557929,121.499026;;;
Watubangga;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Watubangga;TRUE;http://maps.google.co.id/?q=-4.464345,121.696172;;;
Tangketada;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Poros Tanggetada;TRUE;http://maps.google.co.id/?q=-4.440534,121.698342;;;
Wolo;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Wolo;TRUE;http://maps.google.co.id/?q=-3.771585,121.309048;;;
Tosiba;Puskesmas;Sulawesi Tenggara;Kab. Kolaka;Tosiba;TRUE;http://maps.google.co.id/?q=-3.931978,121.39997;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kab. Kolaka;-;TRUE;-;;;
Emy Ardana; Sp. KG;Dokter Gigi;Sulawesi Tenggara;Kab. Kolaka;Jalan Pahlawan;TRUE;http://maps.google.co.id/?q=-4.054059,121.602031;;
Drg. Putu Putra Swadharma;Dokter Gigi;Sulawesi Tenggara;Kab. Kolaka;Jl. Lasipole, No. 8, Kel. Kowioha, Kec. Wundulako, Kab. Kolaka;TRUE;-;;;
Dr. Hj. Jeanette Luhukay;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jalan Pendidikan Nomor 41;TRUE;http://maps.google.co.id/?q=-4.050114,121.597537;;;
Dr. Sasly Fitriana S.;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Pemuda No.243;TRUE;http://maps.google.co.id/?q=-4.058146,121.607994;;;
Andi Tenry;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Indumo No 19 Kelurahan Wat;TRUE;http://maps.google.co.id/?q=-4.04084,121.591509;;;
Kamarullah;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Ekonomi No. 70;TRUE;http://maps.google.co.id/?q=-4.169829,121.61165;;;
dr.HJ. SRI NOVIATI; MM.Kes;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Perumnas Lalombaa No. 113 Kola;TRUE;http://maps.google.co.id/?q=-4.074385,121.639684;;
dr. IRA FITRIANI SABARA;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Pintu Selatan No. 99 Kolak;TRUE;http://maps.google.co.id/?q=-4.06583,121.617282;;;
Dr. Muhammad Aris;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Poros Kolaka-Pomalaa;TRUE;http://maps.google.co.id/?q=-4.091266,121.650642;;;
Dr. Widiastuti;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Poros Baula Puulemo;TRUE;http://maps.google.co.id/?q=-4.160799,121.684822;;;
Dr. Hj. Sufiati; M.Kes;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Mekongga Indah No. 6;TRUE;-;;
Dr. Yayu Dwi Rahayu S.;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Pemuda Btn Gruya Satelit Blok D No. 3, Kel. Balandete, Kec. Kolaka, Kab. Kolaka;TRUE;-;;;
Dr. Dewi Putriani;Klinik Utama;Sulawesi Tenggara;Kab. Kolaka;Jl. Pramuka No. 17, Kel. Lamok;TRUE;-;;;
Klinik Poskes 07.10.19 Kolaka;Klinik Pratama;Sulawesi Tenggara;Kab. Kolaka;Pemuda No. 100;TRUE;http://maps.google.co.id/?q=-4.075863,121.629484;;;
Klinik Polres Kolaka;Klinik Pratama;Sulawesi Tenggara;Kab. Kolaka;Jl. Pahlawan No. 85;TRUE;http://maps.google.co.id/?q=-4.054547,121.602824;;;
Apotek Kimia Farma Kolaka;Apotek;Sulawesi Tenggara;Kab. Kolaka;Jl. Pramuka, No. 30;TRUE;-;;;
Wua-Wua;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Anawai;TRUE;http://maps.google.co.id/?q=-4.001902,122.490021;;;
Nambo;Puskesmas;Sulawesi Tenggara;Kota Kendari;Kel. Nambo;TRUE;http://maps.google.co.id/?q=-3.996218,122.605015;;;
Kandai;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Kh. Dewantara No. 30 Kelur;TRUE;http://maps.google.co.id/?q=-3.970442,122.584899;;;
Mata;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Cemara No. 10;TRUE;http://maps.google.co.id/?q=-3.974021,122.600331;;;
Benu-Benua;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Bung Tomo No. 36;TRUE;http://maps.google.co.id/?q=-3.968766,122.564763;;;
Kemaraya;Puskesmas;Sulawesi Tenggara;Kota Kendari;Kompleks Unhalu Lama;TRUE;http://maps.google.co.id/?q=-3.963676,122.531601;;;
Puwatu;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Prof. M. Yamin No. 64;TRUE;http://maps.google.co.id/?q=-3.966423,122.455435;;;
Perumnas;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Supu Yusuf;TRUE;http://maps.google.co.id/?q=-3.984916,122.512414;;;
Lepo-Lepo;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Christina M.Tiahahu No.117;TRUE;http://maps.google.co.id/?q=-4.027695,122.501715;;;
Labibia;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Imam Bonjol;TRUE;http://maps.google.co.id/?q=-3.947585,122.512684;;;
Mekar;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Laremba;TRUE;http://maps.google.co.id/?q=-3.981475,122.498867;;;
Jati Raya;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Rambutan;TRUE;http://maps.google.co.id/?q=-3.996861,122.525224;;;
Poasia;Puskesmas;Sulawesi Tenggara;Kota Kendari;Jl. Bunggasi;TRUE;http://maps.google.co.id/?q=-3.998681,122.542381;;;
Abeli;Puskesmas;Sulawesi Tenggara;Kota Kendari;Kel. Abeli;TRUE;http://maps.google.co.id/?q=-3.992515,122.583815;;;
Mokoau;Puskesmas;Sulawesi Tenggara;Kota Kendari;Btn Kendari Pemai Blok 7;TRUE;http://maps.google.co.id/?q=-4.017618,122.528262;;;
-;Dokter Praktik Perorangan;Sulawesi Tenggara;Kota Kendari;-;TRUE;-;;;
drg. MASTUTI;Dokter Gigi;Sulawesi Tenggara;Kota Kendari;Mayjend S.Parman No. 67;TRUE;http://maps.google.co.id/?q=-3.963008,122.539787;;;
drg. Erni Sunubi;Dokter Gigi;Sulawesi Tenggara;Kota Kendari;Jl. D.I Panjaitan No. 10;TRUE;http://maps.google.co.id/?q=-4.024368,122.504809;;;
Drg. Syahri S;Dokter Gigi;Sulawesi Tenggara;Kota Kendari;Jln Sao-Sao 209 A;TRUE;-;;;
dr. Algazali;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. R. Soeprapto No. 41 C;TRUE;http://maps.google.co.id/?q=-3.960988,122.516447;;;
dr. Didin Rohidin;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. Ahmad Yani No. 149;TRUE;http://maps.google.co.id/?q=-3.989051,122.505931;;;
dr. Theresia Puterahmat;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. P. Diponegoro No. 58;TRUE;http://maps.google.co.id/?q=-3.967707,122.570251;;;
dr. PATMA AYUNITA;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Ahmad Yani No. 190;TRUE;http://maps.google.co.id/?q=-3.993668,122.501923;;;
Dr. Munir Husain A;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. D.I Panjaitan Kota Kendari;TRUE;http://maps.google.co.id/?q=-4.024515,122.504794;;;
Dr. Maryam;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. Sorumba;TRUE;http://maps.google.co.id/?q=-3.991379,122.507968;;;
dr. Graciella Dhayinta;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. Orinunggu, Kel. Mokoau;TRUE;http://maps.google.co.id/?q=-4.01677,122.528355;;;
I.Gusti Nyoman Sudarmika;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl.Mt.Haryono;TRUE;http://maps.google.co.id/?q=-3.989647,122.507876;;;
Dr Eddy Todingan;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl.Dr.Ratulangi No. 156;TRUE;http://maps.google.co.id/?q=-3.961949,122.524538;;;
Dr Juriadi Paddo;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Btn Kendari Permai Blok F;TRUE;http://maps.google.co.id/?q=-4.016975,122.528777;;;
Dr. Amry Ady Haris;Klinik Utama;Sulawesi Tenggara;Kota Kendari;Jl. Kalenggo No.10;TRUE;http://maps.google.co.id/?q=-3.985077,122.513959;;;
Klinik Polda Sultra;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Haluoleo;TRUE;http://maps.google.co.id/?q=-4.018437,122.535471;;;
Klinik Polres Kendari;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Panjaitan No. 1 Kendari;TRUE;http://maps.google.co.id/?q=-4.017421,122.500021;;;
Klinik Korem Kendari;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jln.Drs.H.Abd.Silondae (Asrama;TRUE;http://maps.google.co.id/?q=-3.964972,122.518753;;;
Klinik Kodim Kendari;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Pahlawan;TRUE;http://maps.google.co.id/?q=-3.961022,122.536273;;;
Klinik TNI AL Kendari;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Beringin No. 3;TRUE;http://maps.google.co.id/?q=-3.971506,122.599664;;;
Klinik Kimia Farma 288;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Ahmad Yani No. 84 Kendari;TRUE;http://maps.google.co.id/?q=-3.987182,122.507221;;;
Klinik Kimia Farma 104;Klinik Pratama;Sulawesi Tenggara;Kota Kendari;Jl. Dr. Moh. Hatta No. 77;TRUE;http://maps.google.co.id/?q=-3.969172,122.577715;;;
